"CODIBGE","REGIAO","UF","CIDADE","PAIS","LOCCIDADE","POPESTIMADA","POPCLASSE"
2510501,"Nordeste","PB","Olivedos","Brasil","Olivedos, PB",3951,"Até 5000"
2510600,"Nordeste","PB","Ouro Velho","Brasil","Ouro Velho, PB",3042,"Até 5000"
2510659,"Nordeste","PB","Parari","Brasil","Parari, PB",1769,"Até 5000"
2510709,"Nordeste","PB","Passagem","Brasil","Passagem, PB",2424,"Até 5000"
2510808,"Nordeste","PB","Patos","Brasil","Patos, PB",107790,"100001 até 500000"
2510907,"Nordeste","PB","Paulista","Brasil","Paulista, PB",12308,"10001 até 20000"
2700904,"Nordeste","AL","Belo Monte","Brasil","Belo Monte, AL",6797,"5001 até 10000"
2701001,"Nordeste","AL","Boca da Mata","Brasil","Boca da Mata, AL",27590,"20001 até 50000"
2701100,"Nordeste","AL","Branquinha","Brasil","Branquinha, AL",10675,"10001 até 20000"
2701209,"Nordeste","AL","Cacimbinhas","Brasil","Cacimbinhas, AL",10897,"10001 até 20000"
2701308,"Nordeste","AL","Cajueiro","Brasil","Cajueiro, AL",21526,"20001 até 50000"
2701357,"Nordeste","AL","Campestre","Brasil","Campestre, AL",7024,"5001 até 10000"
2701407,"Nordeste","AL","Campo Alegre","Brasil","Campo Alegre, AL",57548,"50001 até 100000"
2701506,"Nordeste","AL","Campo Grande","Brasil","Campo Grande, AL",9692,"5001 até 10000"
2701605,"Nordeste","AL","Canapi","Brasil","Canapi, AL",17983,"10001 até 20000"
2701704,"Nordeste","AL","Capela","Brasil","Capela, AL",17354,"10001 até 20000"
2701803,"Nordeste","AL","Carneiros","Brasil","Carneiros, AL",9155,"5001 até 10000"
2701902,"Nordeste","AL","Chã Preta","Brasil","Chã Preta, AL",7427,"5001 até 10000"
2702009,"Nordeste","AL","Coité do Nóia","Brasil","Coité do Nóia, AL",10888,"10001 até 20000"
2702108,"Nordeste","AL","Colônia Leopoldina","Brasil","Colônia Leopoldina, AL",21926,"20001 até 50000"
2702207,"Nordeste","AL","Coqueiro Seco","Brasil","Coqueiro Seco, AL",5918,"5001 até 10000"
2702306,"Nordeste","AL","Coruripe","Brasil","Coruripe, AL",57498,"50001 até 100000"
2702355,"Nordeste","AL","Craíbas","Brasil","Craíbas, AL",24510,"20001 até 50000"
2702405,"Nordeste","AL","Delmiro Gouveia","Brasil","Delmiro Gouveia, AL",52597,"50001 até 100000"
2702504,"Nordeste","AL","Dois Riachos","Brasil","Dois Riachos, AL",11214,"10001 até 20000"
2702553,"Nordeste","AL","Estrela de Alagoas","Brasil","Estrela de Alagoas, AL",18435,"10001 até 20000"
2702603,"Nordeste","AL","Feira Grande","Brasil","Feira Grande, AL",22481,"20001 até 50000"
2702702,"Nordeste","AL","Feliz Deserto","Brasil","Feliz Deserto, AL",4806,"Até 5000"
2702801,"Nordeste","AL","Flexeiras","Brasil","Flexeiras, AL",12966,"10001 até 20000"
2702900,"Nordeste","AL","Girau do Ponciano","Brasil","Girau do Ponciano, AL",41279,"20001 até 50000"
2703007,"Nordeste","AL","Ibateguara","Brasil","Ibateguara, AL",15840,"10001 até 20000"
2703106,"Nordeste","AL","Igaci","Brasil","Igaci, AL",26022,"20001 até 50000"
2703205,"Nordeste","AL","Igreja Nova","Brasil","Igreja Nova, AL",24793,"20001 até 50000"
2703304,"Nordeste","AL","Inhapi","Brasil","Inhapi, AL",18652,"10001 até 20000"
2703403,"Nordeste","AL","Jacaré dos Homens","Brasil","Jacaré dos Homens, AL",5356,"5001 até 10000"
2703502,"Nordeste","AL","Jacuípe","Brasil","Jacuípe, AL",7135,"5001 até 10000"
2703601,"Nordeste","AL","Japaratinga","Brasil","Japaratinga, AL",8453,"5001 até 10000"
2703700,"Nordeste","AL","Jaramataia","Brasil","Jaramataia, AL",5676,"5001 até 10000"
2703759,"Nordeste","AL","Jequiá da Praia","Brasil","Jequiá da Praia, AL",11782,"10001 até 20000"
2703809,"Nordeste","AL","Joaquim Gomes","Brasil","Joaquim Gomes, AL",24280,"20001 até 50000"
2703908,"Nordeste","AL","Jundiá","Brasil","Jundiá, AL",4231,"Até 5000"
2704005,"Nordeste","AL","Junqueiro","Brasil","Junqueiro, AL",25093,"20001 até 50000"
2704104,"Nordeste","AL","Lagoa da Canoa","Brasil","Lagoa da Canoa, AL",18175,"10001 até 20000"
2704203,"Nordeste","AL","Limoeiro de Anadia","Brasil","Limoeiro de Anadia, AL",28953,"20001 até 50000"
2704302,"Nordeste","AL","Maceió","Brasil","Maceió, AL",1029129,"Maior que 500000"
2704401,"Nordeste","AL","Major Isidoro","Brasil","Major Isidoro, AL",20200,"20001 até 50000"
2704500,"Nordeste","AL","Maragogi","Brasil","Maragogi, AL",32940,"20001 até 50000"
2704609,"Nordeste","AL","Maravilha","Brasil","Maravilha, AL",9418,"5001 até 10000"
2704708,"Nordeste","AL","Marechal Deodoro","Brasil","Marechal Deodoro, AL",52260,"50001 até 100000"
2704807,"Nordeste","AL","Maribondo","Brasil","Maribondo, AL",13514,"10001 até 20000"
2704906,"Nordeste","AL","Mar Vermelho","Brasil","Mar Vermelho, AL",3579,"Até 5000"
2705002,"Nordeste","AL","Mata Grande","Brasil","Mata Grande, AL",25589,"20001 até 50000"
2705101,"Nordeste","AL","Matriz de Camaragibe","Brasil","Matriz de Camaragibe, AL",25012,"20001 até 50000"
2705200,"Nordeste","AL","Messias","Brasil","Messias, AL",17988,"10001 até 20000"
2705309,"Nordeste","AL","Minador do Negrão","Brasil","Minador do Negrão, AL",5413,"5001 até 10000"
2705408,"Nordeste","AL","Monteirópolis","Brasil","Monteirópolis, AL",7260,"5001 até 10000"
2705507,"Nordeste","AL","Murici","Brasil","Murici, AL",28579,"20001 até 50000"
2705606,"Nordeste","AL","Novo Lino","Brasil","Novo Lino, AL",12821,"10001 até 20000"
2705705,"Nordeste","AL","Olho d'Água das Flores","Brasil","Olho d'Água das Flores, AL",21767,"20001 até 50000"
2705804,"Nordeste","AL","Olho d'Água do Casado","Brasil","Olho d'Água do Casado, AL",9459,"5001 até 10000"
2705903,"Nordeste","AL","Olho d'Água Grande","Brasil","Olho d'Água Grande, AL",5195,"5001 até 10000"
2706000,"Nordeste","AL","Olivença","Brasil","Olivença, AL",11772,"10001 até 20000"
2706109,"Nordeste","AL","Ouro Branco","Brasil","Ouro Branco, AL",11635,"10001 até 20000"
2706208,"Nordeste","AL","Palestina","Brasil","Palestina, AL",5066,"5001 até 10000"
2706307,"Nordeste","AL","Palmeira dos Índios","Brasil","Palmeira dos Índios, AL",74208,"50001 até 100000"
2706406,"Nordeste","AL","Pão de Açúcar","Brasil","Pão de Açúcar, AL",24792,"20001 até 50000"
2706422,"Nordeste","AL","Pariconha","Brasil","Pariconha, AL",10684,"10001 até 20000"
2706448,"Nordeste","AL","Paripueira","Brasil","Paripueira, AL",13252,"10001 até 20000"
2706505,"Nordeste","AL","Passo de Camaragibe","Brasil","Passo de Camaragibe, AL",15461,"10001 até 20000"
2706604,"Nordeste","AL","Paulo Jacinto","Brasil","Paulo Jacinto, AL",7679,"5001 até 10000"
2706703,"Nordeste","AL","Penedo","Brasil","Penedo, AL",64497,"50001 até 100000"
2706802,"Nordeste","AL","Piaçabuçu","Brasil","Piaçabuçu, AL",18074,"10001 até 20000"
2706901,"Nordeste","AL","Pilar","Brasil","Pilar, AL",35552,"20001 até 50000"
2707008,"Nordeste","AL","Pindoba","Brasil","Pindoba, AL",2953,"Até 5000"
2707107,"Nordeste","AL","Piranhas","Brasil","Piranhas, AL",25298,"20001 até 50000"
2707206,"Nordeste","AL","Poço das Trincheiras","Brasil","Poço das Trincheiras, AL",14575,"10001 até 20000"
2707305,"Nordeste","AL","Porto Calvo","Brasil","Porto Calvo, AL",27501,"20001 até 50000"
2707404,"Nordeste","AL","Porto de Pedras","Brasil","Porto de Pedras, AL",7965,"5001 até 10000"
2707503,"Nordeste","AL","Porto Real do Colégio","Brasil","Porto Real do Colégio, AL",20327,"20001 até 50000"
2707602,"Nordeste","AL","Quebrangulo","Brasil","Quebrangulo, AL",11496,"10001 até 20000"
2707701,"Nordeste","AL","Rio Largo","Brasil","Rio Largo, AL",76019,"50001 até 100000"
2707800,"Nordeste","AL","Roteiro","Brasil","Roteiro, AL",6774,"5001 até 10000"
2707909,"Nordeste","AL","Santa Luzia do Norte","Brasil","Santa Luzia do Norte, AL",7386,"5001 até 10000"
2708006,"Nordeste","AL","Santana do Ipanema","Brasil","Santana do Ipanema, AL",48232,"20001 até 50000"
2708105,"Nordeste","AL","Santana do Mundaú","Brasil","Santana do Mundaú, AL",10899,"10001 até 20000"
2708204,"Nordeste","AL","São Brás","Brasil","São Brás, AL",7058,"5001 até 10000"
2708303,"Nordeste","AL","São José da Laje","Brasil","São José da Laje, AL",24226,"20001 até 50000"
2708402,"Nordeste","AL","São José da Tapera","Brasil","São José da Tapera, AL",32626,"20001 até 50000"
2708501,"Nordeste","AL","São Luís do Quitunde","Brasil","São Luís do Quitunde, AL",34961,"20001 até 50000"
2708600,"Nordeste","AL","São Miguel dos Campos","Brasil","São Miguel dos Campos, AL",61827,"50001 até 100000"
2708709,"Nordeste","AL","São Miguel dos Milagres","Brasil","São Miguel dos Milagres, AL",8022,"5001 até 10000"
2708808,"Nordeste","AL","São Sebastião","Brasil","São Sebastião, AL",34551,"20001 até 50000"
2708907,"Nordeste","AL","Satuba","Brasil","Satuba, AL",13949,"10001 até 20000"
2708956,"Nordeste","AL","Senador Rui Palmeira","Brasil","Senador Rui Palmeira, AL",14036,"10001 até 20000"
2709004,"Nordeste","AL","Tanque d'Arca","Brasil","Tanque d'Arca, AL",6270,"5001 até 10000"
2709103,"Nordeste","AL","Taquarana","Brasil","Taquarana, AL",20205,"20001 até 50000"
2709152,"Nordeste","AL","Teotônio Vilela","Brasil","Teotônio Vilela, AL",44666,"20001 até 50000"
2709202,"Nordeste","AL","Traipu","Brasil","Traipu, AL",28070,"20001 até 50000"
2709301,"Nordeste","AL","União dos Palmares","Brasil","União dos Palmares, AL",66477,"50001 até 100000"
2709400,"Nordeste","AL","Viçosa","Brasil","Viçosa, AL",26143,"20001 até 50000"
2800100,"Nordeste","SE","Amparo de São Francisco","Brasil","Amparo de São Francisco, SE",2390,"Até 5000"
2800209,"Nordeste","SE","Aquidabã","Brasil","Aquidabã, SE",21589,"20001 até 50000"
2800308,"Nordeste","SE","Aracaju","Brasil","Aracaju, SE",650106,"Maior que 500000"
2800407,"Nordeste","SE","Arauá","Brasil","Arauá, SE",10362,"10001 até 20000"
2800506,"Nordeste","SE","Areia Branca","Brasil","Areia Branca, SE",18489,"10001 até 20000"
2800605,"Nordeste","SE","Barra dos Coqueiros","Brasil","Barra dos Coqueiros, SE",29807,"20001 até 50000"
2800670,"Nordeste","SE","Boquim","Brasil","Boquim, SE",26961,"20001 até 50000"
2800704,"Nordeste","SE","Brejo Grande","Brasil","Brejo Grande, SE",8322,"5001 até 10000"
2801009,"Nordeste","SE","Campo do Brito","Brasil","Campo do Brito, SE",18111,"10001 até 20000"
2801108,"Nordeste","SE","Canhoba","Brasil","Canhoba, SE",4058,"Até 5000"
2801207,"Nordeste","SE","Canindé de São Francisco","Brasil","Canindé de São Francisco, SE",29372,"20001 até 50000"
2801306,"Nordeste","SE","Capela","Brasil","Capela, SE",34050,"20001 até 50000"
2801405,"Nordeste","SE","Carira","Brasil","Carira, SE",21842,"20001 até 50000"
2801504,"Nordeste","SE","Carmópolis","Brasil","Carmópolis, SE",16275,"10001 até 20000"
2801603,"Nordeste","SE","Cedro de São João","Brasil","Cedro de São João, SE",5933,"5001 até 10000"
2801702,"Nordeste","SE","Cristinápolis","Brasil","Cristinápolis, SE",18270,"10001 até 20000"
2801900,"Nordeste","SE","Cumbe","Brasil","Cumbe, SE",4012,"Até 5000"
2802007,"Nordeste","SE","Divina Pastora","Brasil","Divina Pastora, SE",5058,"5001 até 10000"
2802106,"Nordeste","SE","Estância","Brasil","Estância, SE",69278,"50001 até 100000"
2802205,"Nordeste","SE","Feira Nova","Brasil","Feira Nova, SE",5616,"5001 até 10000"
2802304,"Nordeste","SE","Frei Paulo","Brasil","Frei Paulo, SE",15349,"10001 até 20000"
2802403,"Nordeste","SE","Gararu","Brasil","Gararu, SE",11736,"10001 até 20000"
2802502,"Nordeste","SE","General Maynard","Brasil","General Maynard, SE",3315,"Até 5000"
2802601,"Nordeste","SE","Graccho Cardoso","Brasil","Gracho Cardoso, SE",5870,"5001 até 10000"
2802700,"Nordeste","SE","Ilha das Flores","Brasil","Ilha das Flores, SE",8611,"5001 até 10000"
2802809,"Nordeste","SE","Indiaroba","Brasil","Indiaroba, SE",17810,"10001 até 20000"
2802908,"Nordeste","SE","Itabaiana","Brasil","Itabaiana, SE",95196,"50001 até 100000"
2803005,"Nordeste","SE","Itabaianinha","Brasil","Itabaianinha, SE",41961,"20001 até 50000"
2803104,"Nordeste","SE","Itabi","Brasil","Itabi, SE",4988,"Até 5000"
2803203,"Nordeste","SE","Itaporanga d'Ajuda","Brasil","Itaporanga d'Ajuda, SE",34101,"20001 até 50000"
2803302,"Nordeste","SE","Japaratuba","Brasil","Japaratuba, SE",18656,"10001 até 20000"
2803401,"Nordeste","SE","Japoatã","Brasil","Japoatã, SE",13238,"10001 até 20000"
2803500,"Nordeste","SE","Lagarto","Brasil","Lagarto, SE",104099,"100001 até 500000"
2803609,"Nordeste","SE","Laranjeiras","Brasil","Laranjeiras, SE",29700,"20001 até 50000"
2803708,"Nordeste","SE","Macambira","Brasil","Macambira, SE",6920,"5001 até 10000"
2803807,"Nordeste","SE","Malhada dos Bois","Brasil","Malhada dos Bois, SE",3693,"Até 5000"
2803906,"Nordeste","SE","Malhador","Brasil","Malhador, SE",12691,"10001 até 20000"
2804003,"Nordeste","SE","Maruim","Brasil","Maruim, SE",17297,"10001 até 20000"
2804102,"Nordeste","SE","Moita Bonita","Brasil","Moita Bonita, SE",11438,"10001 até 20000"
2804201,"Nordeste","SE","Monte Alegre de Sergipe","Brasil","Monte Alegre de Sergipe, SE",15177,"10001 até 20000"
2804300,"Nordeste","SE","Muribeca","Brasil","Muribeca, SE",7683,"5001 até 10000"
2804409,"Nordeste","SE","Neópolis","Brasil","Neópolis, SE",18953,"10001 até 20000"
2804458,"Nordeste","SE","Nossa Senhora Aparecida","Brasil","Nossa Senhora Aparecida, SE",8869,"5001 até 10000"
2804508,"Nordeste","SE","Nossa Senhora da Glória","Brasil","Nossa Senhora da Glória, SE",36613,"20001 até 50000"
2804607,"Nordeste","SE","Nossa Senhora das Dores","Brasil","Nossa Senhora das Dores, SE",26624,"20001 até 50000"
2804706,"Nordeste","SE","Nossa Senhora de Lourdes","Brasil","Nossa Senhora de Lourdes, SE",6530,"5001 até 10000"
2804805,"Nordeste","SE","Nossa Senhora do Socorro","Brasil","Nossa Senhora do Socorro, SE",181928,"100001 até 500000"
2804904,"Nordeste","SE","Pacatuba","Brasil","Pacatuba, SE",14420,"10001 até 20000"
2805000,"Nordeste","SE","Pedra Mole","Brasil","Pedra Mole, SE",3254,"Até 5000"
2805109,"Nordeste","SE","Pedrinhas","Brasil","Pedrinhas, SE",9594,"5001 até 10000"
2805208,"Nordeste","SE","Pinhão","Brasil","Pinhão, SE",6556,"5001 até 10000"
2805307,"Nordeste","SE","Pirambu","Brasil","Pirambu, SE",9241,"5001 até 10000"
2805406,"Nordeste","SE","Poço Redondo","Brasil","Poço Redondo, SE",34529,"20001 até 50000"
2805505,"Nordeste","SE","Poço Verde","Brasil","Poço Verde, SE",23740,"20001 até 50000"
2805604,"Nordeste","SE","Porto da Folha","Brasil","Porto da Folha, SE",28735,"20001 até 50000"
2805703,"Nordeste","SE","Propriá","Brasil","Propriá, SE",29834,"20001 até 50000"
2805802,"Nordeste","SE","Riachão do Dantas","Brasil","Riachão do Dantas, SE",20014,"20001 até 50000"
2805901,"Nordeste","SE","Riachuelo","Brasil","Riachuelo, SE",10196,"10001 até 20000"
2806008,"Nordeste","SE","Ribeirópolis","Brasil","Ribeirópolis, SE",18641,"10001 até 20000"
2806107,"Nordeste","SE","Rosário do Catete","Brasil","Rosário do Catete, SE",10699,"10001 até 20000"
2806206,"Nordeste","SE","Salgado","Brasil","Salgado, SE",20168,"20001 até 50000"
2806305,"Nordeste","SE","Santa Luzia do Itanhy","Brasil","Santa Luzia do Itanhy, SE",14034,"10001 até 20000"
2806404,"Nordeste","SE","Santana do São Francisco","Brasil","Santana do São Francisco, SE",7751,"5001 até 10000"
2806503,"Nordeste","SE","Santa Rosa de Lima","Brasil","Santa Rosa de Lima, SE",3938,"Até 5000"
2806602,"Nordeste","SE","Santo Amaro das Brotas","Brasil","Santo Amaro das Brotas, SE",12146,"10001 até 20000"
2806701,"Nordeste","SE","São Cristóvão","Brasil","São Cristóvão, SE",89232,"50001 até 100000"
2806800,"Nordeste","SE","São Domingos","Brasil","São Domingos, SE",11133,"10001 até 20000"
2806909,"Nordeste","SE","São Francisco","Brasil","São Francisco, SE",3983,"Até 5000"
2807006,"Nordeste","SE","São Miguel do Aleixo","Brasil","São Miguel do Aleixo, SE",3943,"Até 5000"
2807105,"Nordeste","SE","Simão Dias","Brasil","Simão Dias, SE",40838,"20001 até 50000"
2807204,"Nordeste","SE","Siriri","Brasil","Siriri, SE",8851,"5001 até 10000"
2807303,"Nordeste","SE","Telha","Brasil","Telha, SE",3221,"Até 5000"
2807402,"Nordeste","SE","Tobias Barreto","Brasil","Tobias Barreto, SE",52156,"50001 até 100000"
2807501,"Nordeste","SE","Tomar do Geru","Brasil","Tomar do Geru, SE",13208,"10001 até 20000"
2807600,"Nordeste","SE","Umbaúba","Brasil","Umbaúba, SE",25114,"20001 até 50000"
2900108,"Nordeste","BA","Abaíra","Brasil","Abaíra, BA",9199,"5001 até 10000"
2900207,"Nordeste","BA","Abaré","Brasil","Abaré, BA",20189,"20001 até 50000"
2900306,"Nordeste","BA","Acajutiba","Brasil","Acajutiba, BA",15727,"10001 até 20000"
2900355,"Nordeste","BA","Adustina","Brasil","Adustina, BA",17349,"10001 até 20000"
2900405,"Nordeste","BA","Água Fria","Brasil","Água Fria, BA",17508,"10001 até 20000"
2900504,"Nordeste","BA","Érico Cardoso","Brasil","Érico Cardoso, BA",11212,"10001 até 20000"
2900603,"Nordeste","BA","Aiquara","Brasil","Aiquara, BA",4725,"Até 5000"
2900702,"Nordeste","BA","Alagoinhas","Brasil","Alagoinhas, BA",155979,"100001 até 500000"
2900801,"Nordeste","BA","Alcobaça","Brasil","Alcobaça, BA",23376,"20001 até 50000"
2900900,"Nordeste","BA","Almadina","Brasil","Almadina, BA",5985,"5001 até 10000"
2901007,"Nordeste","BA","Amargosa","Brasil","Amargosa, BA",38259,"20001 até 50000"
2511004,"Nordeste","PB","Pedra Branca","Brasil","Pedra Branca, PB",3803,"Até 5000"
2511103,"Nordeste","PB","Pedra Lavrada","Brasil","Pedra Lavrada, PB",8122,"5001 até 10000"
2511202,"Nordeste","PB","Pedras de Fogo","Brasil","Pedras de Fogo, PB",28499,"20001 até 50000"
2511301,"Nordeste","PB","Piancó","Brasil","Piancó, PB",16091,"10001 até 20000"
2511400,"Nordeste","PB","Picuí","Brasil","Picuí, PB",18737,"10001 até 20000"
2511509,"Nordeste","PB","Pilar","Brasil","Pilar, PB",11938,"10001 até 20000"
2511608,"Nordeste","PB","Pilões","Brasil","Pilões, PB",6607,"5001 até 10000"
2511707,"Nordeste","PB","Pilõezinhos","Brasil","Pilõezinhos, PB",5080,"5001 até 10000"
2511806,"Nordeste","PB","Pirpirituba","Brasil","Pirpirituba, PB",10585,"10001 até 20000"
2511905,"Nordeste","PB","Pitimbu","Brasil","Pitimbu, PB",19182,"10001 até 20000"
2512002,"Nordeste","PB","Pocinhos","Brasil","Pocinhos, PB",18622,"10001 até 20000"
2512036,"Nordeste","PB","Poço Dantas","Brasil","Poço Dantas, PB",3770,"Até 5000"
2512077,"Nordeste","PB","Poço de José de Moura","Brasil","Poço de José de Moura, PB",4318,"Até 5000"
2512101,"Nordeste","PB","Pombal","Brasil","Pombal, PB",32766,"20001 até 50000"
2512200,"Nordeste","PB","Prata","Brasil","Prata, PB",4179,"Até 5000"
2512309,"Nordeste","PB","Princesa Isabel","Brasil","Princesa Isabel, PB",23489,"20001 até 50000"
2512408,"Nordeste","PB","Puxinanã","Brasil","Puxinanã, PB",13715,"10001 até 20000"
2512507,"Nordeste","PB","Queimadas","Brasil","Queimadas, PB",44214,"20001 até 50000"
2512606,"Nordeste","PB","Quixaba","Brasil","Quixaba, PB",1964,"Até 5000"
2512705,"Nordeste","PB","Remígio","Brasil","Remígio, PB",19579,"10001 até 20000"
2512721,"Nordeste","PB","Pedro Régis","Brasil","Pedro Régis, PB",6099,"5001 até 10000"
2512747,"Nordeste","PB","Riachão","Brasil","Riachão, PB",3607,"Até 5000"
2512754,"Nordeste","PB","Riachão do Bacamarte","Brasil","Riachão do Bacamarte, PB",4529,"Até 5000"
2512762,"Nordeste","PB","Riachão do Poço","Brasil","Riachão do Poço, PB",4519,"Até 5000"
2512788,"Nordeste","PB","Riacho de Santo Antônio","Brasil","Riacho de Santo Antônio, PB",1985,"Até 5000"
2512804,"Nordeste","PB","Riacho dos Cavalos","Brasil","Riacho dos Cavalos, PB",8609,"5001 até 10000"
2512903,"Nordeste","PB","Rio Tinto","Brasil","Rio Tinto, PB",24154,"20001 até 50000"
2513000,"Nordeste","PB","Salgadinho","Brasil","Salgadinho, PB",3980,"Até 5000"
2513109,"Nordeste","PB","Salgado de São Félix","Brasil","Salgado de São Félix, PB",12145,"10001 até 20000"
2513158,"Nordeste","PB","Santa Cecília","Brasil","Santa Cecília, PB",6557,"5001 até 10000"
2513208,"Nordeste","PB","Santa Cruz","Brasil","Santa Cruz, PB",6585,"5001 até 10000"
2513307,"Nordeste","PB","Santa Helena","Brasil","Santa Helena, PB",5887,"5001 até 10000"
2513356,"Nordeste","PB","Santa Inês","Brasil","Santa Inês, PB",3596,"Até 5000"
2513406,"Nordeste","PB","Santa Luzia","Brasil","Santa Luzia, PB",15401,"10001 até 20000"
2513505,"Nordeste","PB","Santana de Mangueira","Brasil","Santana de Mangueira, PB",5159,"5001 até 10000"
2513604,"Nordeste","PB","Santana dos Garrotes","Brasil","Santana dos Garrotes, PB",7024,"5001 até 10000"
